0;0.5376000006993612
1;0.9320333326856295
2;0.9492333407203356
3;0.9603333373864492
4;0.9653000036875407
5;0.9690999885400137
6;0.972766657670339
7;0.9735333422819773
8;0.9773333370685577
9;0.9762999961773554
10;0.977533333003521
11;0.9798333272337914
12;0.9821333264311155
13;0.9812333360314369
14;0.9822000041604042
15;0.9812333385149637
16;0.9830666705965996
17;0.9818333312869072
18;0.981433334449927
19;0.981300006310145
20;0.98270000765721
21;0.9821666702628136
22;0.9836999997496605
23;0.9837666675448418
24;0.9841666718324026
25;0.9833999921878179
